,id,name,RA,Decl,V_mag,R_star,M_star,Priority,SpcType,comments,period,period_error,t0,t0_error,depth,duration,Rs_a,Mp,Rp,filler,public,tess,required_observations,done,t0_sg1,t0_error_sg1,period_sg1,period_error_sg1,duration_sg1,duration_error_sg1,Rp_sg1,comments_sg1,depth_sg1,plan_observations,rv_interested,master_disposition,observations,stellar_density,,,,,,
11,174,2MASS J0019262+461407,4.8591666666667,46.235277777778,18,0,0,5,M8,,0,0,0,0,0,0,0,0,0,2,1,,1,Yes,,,,,,,,,,,,,4,,,,,,,
12,434,Qatar-4b,4.85925,44.027638888889,13.6,0,0,3,,"ESA program, Ana Heras + Nicolas Crouzet",1.8053564,0,2457637.77361,0,0,0.08917,0,0,0,0,1,,1,Yes,,,,,,,,,,,,,1,,,,,,,
13,267,TOI00278.01,4.8835416666667,-5.9115611111111,16.45,0,0,3,,"Observed on 21/10. Report: The observations were affected by clouds, the data are useless. The scatter is large and the transit was not fully observed, we only caught the ingress.",0.298737,0,2458401.3465,0,0,1.5456,0,0,0,0,1,1,2,No,2458386.106592,0.000835,0.298746,2.3E-5,0.04360858333,0.072,2.6,"possible dipper; not a planet candidate; Rstar may be larger than stated. Pablo Lewin observed a full transit duration in CBB and found an apparent roughly 50 ppt event on target, but with half the expected duration (RMS = 72 ppt). Check all stars within 2 arcmin for NEBs and/or confirm event on target. The brighter star T9 to the south also shows a simliar but deeper event. Observe as much of the full period (~7 hours) as possible.",12047,,,O,1,,,,,,,
14,663,TOI03993.01,5.438,59.105755555556,12.183,0,0,3,,EPHEMERIS ERROR: 7 min TTF Comments: V-shaped,found in faint-star QLP search,"Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."" First observation on 22 Sep 2021 was bad due to weather. We need a second one""",2.223255,0,2458980.217286,0,0,0.07225,0,0,0,0,1,1,2,No,2458980.217286,0.003575,2.223255,4.4E-5,0.07225,0.271,9.8,"[P=2.2231730] V-shaped; found in faint-star QLP search; Ed Michaels/WCO observed a nominal full on 20211113 in rp and possibly detected a 29 min (1.7σ) late 5.8 ppt flat-bottomed event using an uncontaminated 6 target aperture. [P=2.223255] Kim McLeod/Whitin observed a full on 20220112 in gp, rp and detected an ~on-time 4 ppt event in rp using an uncontaminated 5.4"" target aperture. The depth of the gp event is unclear due to a strong trend, but if the rp & TESS durations are adopted, the event would be consistent with 4 ppt. With a free fit, a 9 ppt with about an hour longer (4σ) duration. The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') and/or very red (zp, zs, Y) filter to refine the check on chromaticity. Multi-band observations preferred.""",4190,,,VPC,1,,,,,
15,660,TOI03992.01,5.6254166666667,57.873275,13.11,0,0,5,,EPHEMERIS ERROR: 10 min TTF Comments: V-shaped,found in faint-star QLP search,"Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."" Submitted to TFOP on 6 July 2021 Report: Tc: 2459400.6464009 ± 0.00058 T14: 0.10484 ± 0.00222 days We did not use some of the data points in the middle of the transit due to some large drift from the telescope. A deep transit event is detected on the target star, the transiting object seems to be in a grazing geometry. No large differences in the transit depth is detected although a full transit observation is needed to confirm this.""",6.397951,0,2458971.988273,0,0,0.101583,0,0,0,0,1,1,1,Yes,2458971.988273,0.002416,6.397951,0.000102,0.1015833333,0.296,,"V-shaped; found in faint-star QLP search; Felipe/MuSCAT2 observed a gapped full on 20210704 in gp,rp,ip,zs and detected an ~on-time possibly achromatic ~8.3 ppt V-shaped transit in an uncontaminated 8.3 target aperture. No more observations needed, except for **full-only** multi-band or alternating filter high precision (<1.0 ppt/5 min) data in at least blue (U, u', B, g') *and* very red (zp, zs, Y) to check for chromaticity.""",8310,,,VPC+,1,,,,,
16,1356,TOI03989.01,6.3865,63.040636111111,12.198,,,2,,Teq > 2000K,4.0104204,0,2458975.278323,0,,0.0995833,,,,0,,1,1,No,2458975.278323,0.002073,4.01049,6.4E-5,0.09958333333,0.233,,"[P=4.01042] found in faint-star QLP search; Ferran Grau analyzed a full on 20210813 in Cal'Ou R and detected a ~12 min (1σ) late ~5 ppt transit an uncontaminated 5.6 target aperture. [P=4.01049] Ed Michaels observed a full on 20211102 in WCO gp and apparently detected a ~2 ppt event on target, but a mid-transit upswing is probably biasing the transit model depth to be too shallow. Pere Guerra/OAA observed a full on 20210817 in Ic and detected an on-time ~5 ppt event in a contaminated 7.2"" target aperture. AdamP/SUTO-UZPW50-0m5 observed a almost full on 20220809 in 0m5 B and detected 27 min. earlier ~7 ppt transit. Odd/even timing offset? The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') and/or very red (zp, zs, Y) filter to check chromaticity. Multi-band observations preferred.""",5050,,,VPC,0,,,,,,,
17,1321,TOI05322.01,6.5293333333333,14.336427777778,12.733,,,3,,,5.4232371,0,2459492.946824,0,,0.209167,,,,0,,1,1,No,2459492.946825,0.000929,5.4232371,0.0002517,0.2091666667,0.163,16.5,"found in faint-star QLP search; Aviad, Tsevi, Shay, and Avraham report from 54 Gaia data points (2 in-transit), a 14 ppt event on-target. AdamP/SUTO-Otivar-0m3 observed a gapped full w/MF on 20221030 in B and likely detected an ~on-time ~11 ppt transit using 7 uncontaminated target aperture. The next observation should be in a red (r', R, i', I, z, Y) filter to refine the timing of the transit on target. Multi-band or alternating filter observations including a blue (U, u', B, g') and red (r', R, i', I, z, Y) filter are preferred for a simultaneous chromaticity check.""",12120,1,HIRES-Yee (orbit),VPC,0,,,,,,,
18,701,TOI03998.01,7.637,56.331466666667,12.729,0,0,5,,EPHEMERIS ERROR: 3min TFF Comments: PC: found in faint-star QLP search,"Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."" Submitted to TFOP 30 Sep 2021 Report: TOI 3998.01 Target: 0 Reference star(s): [3, 10] Target aperture: 8.265 arcsec Reference aperture(s): [5.655 4.35 ] arcsec Tc: 2459486.6371006 ± 0.0001885 T14: 0.07862 ± 0.00125 days Star ID 71 Tc: 2459486.625145 ± 0.0005519 T14: 0.10029 ± 0.0023 days We detect an achromatic transit on the target star with a central time slightly later than the prediction. We also rule out EBs in the field except for Star ID 71 which presents a V-shaped chromatic transit with a timing different than TOI 3998.01. Note: The target is Star ID 0 and 65, they just have slightly different photometric centers. The same seems to be the case for Star ID 71 which is also Star id 97 (or Star ID 97 is another faint star but too close to Star ID 71).""",1.814499,0,2458980.38827,0,0,0.086,0,0,0,0,1,1,1,Yes,2458980.38827,0.000679,1.814512,8.0E-6,0.086,0.23,14.4,"[P=1.814499] found in faint-star QLP search; Raquel/Jose/OAUV-T50 observed a full on 20210723 in R and detected a few min late ~11 ppt event in an 4.3 target aperture that is contaminated with ΔT = 3.6 neighbor 2.2"" NE. Felipe/MuSCAT2 observed a full on 20210928 in gp,rp,ip,zs and detected a ~5 min (2σ) late ~12 ppt event in an 8.3"" target aperture that is contaminated with TIC 604119881 (T = 15.7, ΔT = 3.6, r = 2.2"" NE). [P=1.814512] AdamP/SUTO-Otivar-0m3 observed a full on 20220719 in R and detected an ~on-time 14 ppt event using a 6.2"" aperture that is contaminated with TIC 604119881 (T = 15.7, ΔT = 3.6, r = 2.2"" NE). Neighbor could not be separated. Fabian RF/RFAC observed a full on 20220908 in R and detected a ~14 ppt event using a contaminated target aperture. No more observations needed, except a focused full transit in a red (r', R, i', I, z) filter to separate the 2.2"" neighbor and determine the source of the event.""",13300,,,VPC-,1,,,,,,
19,359,TOI01557.01,8.1635833333333,54.654594444444,11.333,0,0,5,,"EPHEMERIS ERROR: 51 min Confirmed as NEB by SG1 Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter. TFOP comment: very likely to be EB. Submitted TFOP 15/9/2020 Report: We observed TOI1557.01 for a time window between -0.013 and 0.09 days from the predicted transit center based on the previous ephemeris (t0=2458765.31897, P= 1.08697 days), but we could not observe it between 0.006 and 0.047 days from the predicted transit center due to dome trouble. Our analysis detected the egress but we are not sure that it is the real signal because we could not observe it at around the predicted egress time. Let's go for a second observation",1.08697,0,2458765.31897,0,0,0.0819583,0,0,0,0,1,1,2,Yes,2458765.31897,0.00557,1.08697,0.00021,0.08195833333,0.28,5,Very likely to be EB; The two TRES observations yield a velocity shift that looks significant but is out of phase with the photometric ephemeris. Gaia finds off target. Retired as NEB.,860,,,NEB,2,,,,,,,
20,358,TOI01549.01,8.304375,46.340305555556,10.907,0,0,5,,"EPHEMERIS ERROR: 16 min Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter. First dataset (26/12/2019) useless due to dome. Need a second observation Report on TFOP (Dec. 21, 2019): TOI1549.01:slight odd-even; Allyson observed an egress +70% on 20191219 in ip and ruled out the event on target and detected an NEB 14'' N. Retired as NEB.",2.58593,0,2458766.835449,0,0,0.132583,0,0,0,0,1,1,1,Yes,2458766.83545,0.00186,2.58593,0.00036,0.1325833333,0.154,14.2,"slight odd-even; Allyson observed an egress +70% on 20191219 in ip and ruled out the event on target and detected an NEB 14 N. Retired as NEB.""",7140,,,NEB,1,,,,,,,
21,696,TOI03988.01,8.5084166666667,58.844291666667,12.912,0,0,3,,EPHEMERIS ERROR: 12min TTF Comments: PC: found in faint-star QLP search,"Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.""""",2.874466,0,2458979.084306,0,0,0.171083,0,0,0,0,1,1,1,No,2458979.084306,0.002561,2.874466,5.0E-5,0.1710833333,0.268,13.7,"[P=2.874366] found in faint-star QLP search; The two TRES observations yield a velocity offset of 340 m/s that is in phase with the photometric ephemeris and is consistent with a companion of about 2 Jupiter masses. Ed Michaels observed a full on 20211026 in WCO rp and detected a 23 min (1.5σ) late ~5 ppt transit un an uncontaminated 4 target aperture. [P=2.874466] Pau Bosch and Sandra Matutano/OAA observed a full on 20220731 in Ic and tentatively detected a roughly on-time ~4 ppt ingress in an contaminated 14.4"" target aperture. Kim McLeod and students/Whitin observed a full on 20221120 in g,r and detected an on time 4.0,2.0 using an uncontaminated 4.8"" target aperture. The next observation should be a high precision (<1.0 ppt/10 min) full transit in a red (r', R, i', I, z) filter to depth of the transit at the revised ephemeris. High-precision (<1.0 ppt/10 min) multi-band or blue (U, u', B, g') filter observations preferred for a simultaneous recheck on chromaticity.""",3940,,,VPC,0,,,,,,
22,976,TOI03601.01,8.7012083333333,45.387413888889,12.957,0,0,3,,EPHEMERIS ERROR: 14min TTF Comments: VPC: found in faint-star QLP search,"The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') filter to check chromaticity. Multi-band observations preferred.""""",4.0517159,0,2458781.336682,0,0,0.126167,0,0,0,0,1,1,1,No,2458781.336682,0.00224,4.051785,5.0E-5,0.1261666667,0.247,11.2,"[P=4.0517160] found in faint-star QLP search; Allyson Bieryla/KeplerCam observed a full on 20211027 in ip and detected an 18 min (0.1σ) late 4.1 ppt event on the target using an uncontaminated 5.4 target aperture. [P=4.051785] The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') filter to check chromaticity. Multi-band observations preferred.""",6100,,,VPC,0,,,,,,
23,962,TOI03673.01,8.7225833333333,54.743513888889,14.085,0,0,3,,EPHEMERIS ERROR: 10min TTF Comments: VPC: found in faint-star QLP search,"No more observations needed, except for **full-only** multi-band or alternating filter high precision (<1.0 ppt/5 min) data in at least blue (U, u', B, g') *and* very red (zp, zs, Y) to check for chromaticity.""""",2.2391029,0,2458814.585797,0,0,0.122375,0,0,0,0,1,1,1,No,2458814.585797,0.00189,2.239075,2.0E-5,0.122375,0.185,16.2,"[P=2.239103] found in faint-star QLP search; Aviad Panahi, Tsevi Mazeh, and Shay Zucker report from 79 Gaia data points (3 in-transit), a 22 ppt event on-target. Allyson Bieryla observed a full on 20211021 in KeplerCam ip and detected a ~12 min early ~17 ppt event in an uncontaminated 2.7 target aperture. [P=2.239075] No more observations needed, except for **full-only** multi-band or alternating filter high precision (<1.0 ppt/5 min) data in at least blue (U, u', B, g') *and* very red (zp, zs, Y) to check for chromaticity.""",15120,,,VPC,0,,,,,,
24,935,TOI03985.01,8.7625416666667,58.136419444444,13.7203,0,0,5,,"EPHEMERIS ERROR: 45 min TTF Comments: NPC: Same signal as TOI-3987.01, which is reported as a phantom, so has been retired as an FA. found in faint-star QLP search","The next observation should be focused and in a red (r', R, i', I, z) filter to determine the source, depth, and timing of the event off target.""""",3.2358535,0,2458981.690526,0,0,0.157375,0,0,0,0,1,1,1,No,2458981.690526,0.007476,3.235854,0.000173,0.157375,0.598,,"Same signal as TOI-3987.01, which is reported as a phantom, so has been retired as an FA. found in faint-star QLP search; Aviad Panahi, Tsevi Mazeh, and Shay Zucker report from 58 Gaia data points (2 in-transit), a 37 ppt event off-target (but not in TOI-3987 either). The next observation should be focused and in a red (r', R, i', I, z) filter to determine the source, depth, and timing of the event off target.",5460,,,NPC,0,,,,,,
25,588,TOI02406.01,8.8060416666667,-3.3720833333333,16,0,0,5,,"EPHEMERIS ERROR: 17 min IRD+MuSCAT collaboration paper in prep. (led by Yasunori Hori) First observation on 12/11/2021 Not so good. Let's go for a second one Submitted to TFOP on 29/11/2021 Report: Felipe Murgas/MuSCAT2 observed a nominal egress on 20211112 in ip,zs and tentatively detected an on time 1.79 ppt event using uncontaminated 10.8 target apertures. Aperture radius: 10.875"" Typical FWHM: NA Predicted Tc: 9531.3276273 ± 0.0015261 Measured Tc: 9531.3292 NEBcheck stars NOT cleared: NA""",3.0767,0,2459115.975346,0,0,0.0516689,0,0,0,0,1,1,2,No,2459115.975346,0.001863,3.076695,0.0001,0.05166891667,0.213,2.8,"[P=3.0768560] low MES; very small star; TianjunG & KarenC analyzed a full on 20201127 in 1m0 gp and possibly detected a roughly 10 ppt transit in an uncontaminated 1.9'' target aperture. Scattered light from a full moon was high, and the target is very faint in gp-band, limiting the precision. Mourad and the TRAPPIST-S team observed a full on 20201129 in Exo/CBB and detected a 15 min (1σ) early, 15 min (1σ) too long, 15-20 ppt transit in an uncontaminated 3.8 target aperture. [P=3.076384] Robert Wells and the SAINT-EX team observed a full on 20201202 in zp and detected ~20 ppt event on target (timing was in JD_UTC). Rick Schwarz analyzed a full on 20210109 in 1m0 ip and detected a 12 min late (0.6 sigma) 20.4 ppt transit in an uncontaminated 5.1"" target aperture. [P=3.076619] K. Barkaoui analyzed fulls on 20210811 in MuSCAT3 zs,ip,rp,gp and detected 7 min late ~20 ppt transits in uncontaminated ~3.5"" target apertures. [P=3.076695] Felipe/MuSCAT2 observed a full on 20211112 in gp, rp, ip, zs. Inconclusive due to tracking systematic. On hold awaiting RV confirmation. No more SG1 observations needed at this time.""",20285,1,IRD-intensive,VP,1,,,,,,,
26,872,UCD426959594,9.0670583333333,18.352803055556,15.9,0,0,5,,,0,0,0,0,0,0,0,0,0,2,1,,1,Yes,,,,,,,,,,,,,1,,,,,,,
27,688,TOI02663.01,9.28975,-13.941227777778,13.235,0,0,5,,EPHEMERIS ERROR: 3 min USP candidate Here is my report for TOI 2663.01 observed on 22/07 Submited to TFOP on 26/July/2021 Report: The transit is too shallow to be detected significantly given the scatter in the time series. We can rule out EBs with deep transits in the field.,0.58228,0,2459140.932852,0,0,0.0287917,0,0,0,0,1,1,1,Yes,2459140.932852,0.001499,0.58228,2.0E-6,0.02879166667,0.196,7.8,"V-shaped; found in faint-star QLP search; Felipe/MuSCAT2 observed a full on 20210722 in gp,rp,ip,zs and ruled out deep NEBs in 2 of 10 NEBcheck stars. Roberto Zambelli/LCO-SSO-1m0 analyzed a (weather affected) full on 20210607 in ip and found a hint of an on-time 4 ppt event. Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.",3170,,,PC,1,,,,,,,
28,1343,TOI05314.01,9.339875,13.859072222222,13.652,,,3,,,2.5350852,0,2459494.50139,0,,0.0924167,,,,0,,1,1,No,2459494.50139,0.0013105,2.5350852,0.0001514,0.09241666667,0.137,12.3,"found in faint-star QLP search; K. Barkaoui/LCO-HAL-0m4 analyzed a full on 20220725 in ip and detected an ~on-time ~12 ppt using an uncontaminated 7.9 target apertures. K. Barkaoui/LCO-SSO-0m4 analyzed an ingress on 20220809 in gp and detected an on-time ~12.5ppt using an uncontaminated 6.2"" target aperture. Howie Relles/LCO-CTIO-0m4 analyzed full on 20220812 in gp. The lightcurve is consistent with a roughly20 ppt event in an uncontaminated 5.1"" target aperture, but chromaticity is inconclusive due to high atmospheric losses before and at ingress. No more observations needed, except for a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') filter to refine the chromaticity check. High-precision (<1.0 ppt/5 min) multi-band observations preferred.""",12880,,,VPC,0,,,,,,,
29,147,HAT-P-19b,9.5167208333333,34.711555555556,12.85,0,0,5,,GUO. Puffy planet to search for slope of haze or hints of Na/K/TiO/VO,4.0087842,0,2455091.535,0,0,0.1182,0,0,0,0,1,,1,Yes,,,,,,,,,,,,,3,,,,,,,
30,1363,TOI05303.01,9.60725,17.192788888889,13.637,,,3,,,9.8095685,0,2459496.740056,0,,0.078875,,,,0,,1,1,No,2459496.740056,0.0027132,9.8095685,6.9E-5,0.078875,0.696,13.7,"found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.",9070,,,PC,0,,,,,,,
31,715,TOI03999.01,9.9455,62.393358333333,12.068,0,0,5,,EPHEMERIS ERROR: 23 min TTF Comments: PC: found in faint-star QLP search,"Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.""""",4.112385,0,2458981.890738,0,0,0.14475,0,0,0,0,1,1,1,No,2458981.890738,0.004632,4.112385,0.000134,0.14475,0.666,9.7,"found in faint-star QLP search; Greg Srdoc conducted AIJ SAFFI analysis and likely ruled out ~2.110 ppt event on-target. Deeper events are detected in neighbor stars T5,T7,T9,T12,T13,T14,T16 (~19-46 W) that may be the source of a QLP signal. Greg Srdoc/Kotizarovci observed a full on 20221029 in ~T and detected ~104 min (2.4σ) early, ~220 ppt event on neighbor star T13 TIC 284528883 (T = 15.682, ΔT = 4.04, r = 38.1"" W) using 4px aperture. Retired as NEB on TIC 284528883.""",2110,,,NEB,0,,,,,,
